1480361744942,+AC0-1
1480362259847,+AC0-1
1480362506280,+AC0-1
1480362644898,0
1480363340743,0
1480363353237,0
1480363682716,+AC0-1
1480363955397,+AC0-1
1480365583261,+AC0-1
1480366752486,0
1480367087574,+AC0-1
1480367896223,+AC0-1
1480368634395,0
1480368742314,+AC0-1
1480368842928,+AC0-1
1480369489622,+AC0-1
1480373545442,+AC0-1
1480374384175,+AC0-1
1480375065842,0
1480379630987,0
1480381703637,+AC0-1
1480386626738,+AC0-1
1480388948899,0
1480390595924,0
1480395970325,+AC0-1
1480400832553,0
1480400856521,+AC0-1
1480402428765,+AC0-1
1480404745271,+AC0-1
1480404821813,0
1480408770419,+AC0-1
1480409204283,+AC0-1
1480411101680,0
1480412072198,+AC0-1
1480412757175,+AC0-1
1480412873709,0
1480414088882,0
1480414121298,0
1480416204187,+AC0-1
1480416626804,0
1480417278097,+AC0-1
1480419519986,+AC0-1
1480420381260,+AC0-1
1480421207905,+AC0-1
1480422747919,+AC0-1
1480422901692,+AC0-1
1480423654630,0
1480426365679,1
1480426497577,+AC0-1
1480428038177,+AC0-1
1480428144202,0
1480429653650,+AC0-1
1480429736525,1
1480429847214,+AC0-1
1480431015221,0
1480431263095,0
1480431535933,0
1480431878859,+AC0-1
1480432405887,+AC0-1
1480432924985,+AC0-1
1480433593961,0
1480433786772,+AC0-1
1480435535097,+AC0-1
1480435683850,0
1480436270204,0
1480436386419,0
1480436582007,0
1480436972744,+AC0-1
1480437059331,0
1480437329408,1
1480438499485,0
1480439847262,+AC0-1
1480439918214,+AC0-1
1480440986958,+AC0-1
1480441331421,0
1480441525727,0
1480441717348,0
1480441820810,0
1480442076452,0
1480442149442,+AC0-1
1480442202924,+AC0-1
1480442317680,0
1480442775322,0
1480442839071,+AC0-1
1480443125116,+AC0-1
1480443349849,0
1480443378077,0
1480445314080,+AC0-1
1480445600158,0
1480445713440,0
1480445893379,+AC0-1
1480445957858,+AC0-1
1480446053008,0
1480446193990,0
1480446874846,0
1480447023568,0
1480447085476,+AC0-1
1480447140051,0
1480447820530,+AC0-1
1480448055640,+AC0-1
1480448317889,0
1480448407097,+AC0-1
1480448469458,0
1480449002487,0
1480449201159,+AC0-1
1480449256925,+AC0-1
