0,1,2,3,4,5
1481019548349,0,0,0,0,0
1481020024364,12,81,87,37,31
1481020110388,58,60,70,69,62
1481020179221,12,12,0,0,0
1481020593535,93,37,81,31,75
1481021430764,0,0,0,0,0
1481021508685,93,75,62,81,50
1481021572638,3,0,0,0,0
1481021729819,100,93,75,43,43
1481021750873,62,75,87,37,87
1481022441236,25,25,25,12,0
1481022619855,81,50,93,75,56
1481022687032,56,81,56,75,68
1481023186690,70,48,73,73,64
1481023338099,0,0,0,0,0
1481023480095,75,50,75,56,37
1481023722615,87,75,75,75,37
1481024453677,6,1,3,0,0
1481024808768,100,100,100,100,100
1481024876483,93,75,87,93,75
1481024903572,81,50,75,68,43
1481024945657,87,100,87,87,31
1481025186124,68,56,68,75,93
1481025281123,78,53,81,70,63
1481025371545,0,0,0,0,0
1481025926418,0,0,0,0,0
1481026202720,50,50,37,37,18
1481026480994,43,31,43,43,25
1481026495809,50,43,68,75,56
1481026682492,100,100,93,75,31
1481027362400,75,81,62,43,37
1481027554751,78,45,60,41,48
1481027854181,62,62,81,37,56
1481027865895,18,12,12,12,6
1481027934357,76,69,74,58,50
1481028236985,81,43,50,62,43
1481028415097,21,17,17,17,13
1481028418856,68,50,81,68,87
1481028437091,76,72,69,49,82
1481028623275,87,12,62,75,37
1481028626526,12,18,12,6,6
1481028649749,0,0,0,0,0
1481028960894,80,66,72,72,48
1481030065581,87,93,93,87,93
1481030207946,25,18,18,6,18
1481030637409,0,6,0,0,0
1481030785835,87,62,87,75,37
1481030891576,100,50,93,18,68
1481031808906,100,93,68,81,93
1481031947620,81,68,93,75,37
1481032104593,75,37,68,68,37
1481032183396,6,6,12,0,0
1481032870196,75,50,75,12,12
1481032877355,66,61,62,65,72
1481032887417,25,12,14,21,16
1481033315889,75,25,87,37,25
1481033364106,87,6,37,43,25
1481033435646,62,25,62,75,43
1481033435810,62,12,25,75,6
1481034249213,87,31,62,81,93
1481034718533,56,56,100,43,75
1481036160751,31,12,62,31,100
1481036801379,87,75,62,87,37
1481036974403,37,37,31,37,18
1481037087718,68,56,81,81,75
1481037493925,68,43,56,62,31
1481037651289,68,25,43,25,37
1481037863102,100,62,87,62,37
1481038198420,50,25,87,56,62
1481038199329,62,81,81,81,31
1481038712955,40,92,97,96,89
1481038945996,5,0,0,0,0
1481039276816,84,62,80,66,58
1481039473975,100,100,62,68,31
1481039597596,93,87,75,75,50
1481039869817,62,62,81,93,87
1481040439991,75,0,56,43,56
1481040633194,93,81,62,56,37
1481040690495,87,93,93,75,50
1481041632043,75,62,75,93,87
1481041677194,68,68,37,68,0
1481042093917,85,33,63,48,86
1481042177811,62,62,62,62,56
1481042556963,100,81,50,62,18
1481042596536,81,93,68,100,43
1481042748980,0,0,0,0,0
1481042772261,75,62,75,87,68
1481042802534,62,25,56,62,56
1481042877041,31,37,93,25,68
1481043720607,93,75,81,93,50
1481043744311,75,18,87,56,43
1481044553575,87,56,75,93,50
1481044720041,68,18,62,87,37
1481044950997,41,46,80,84,69
1481045157817,43,31,75,62,87
1481045539999,62,37,25,75,87
1481045622048,41,50,77,74,72
1481046092179,75,56,81,75,87
1481046573623,1,0,0,0,0
1481047061821,68,50,43,62,12
1481047306761,75,25,75,100,50
1481047754125,75,12,100,37,50
1481047877647,75,50,25,31,31
1481048073917,87,31,37,50,18
1481048493635,87,50,62,93,6
1481048779356,90,50,92,72,78
1481048952371,87,75,87,68,50
1481049233762,25,18,87,62,56
1481049642197,90,60,92,61,44
1481049800975,73,58,66,77,58
1481049822060,100,31,68,81,50
1481049828892,93,93,81,87,56
1481050083478,81,31,68,25,37
1481050526340,100,100,87,87,25
1481050632394,64,64,66,57,56
1481050876016,75,68,87,100,62
1481050921859,81,68,75,81,43
1481051253391,75,37,50,18,12
1481051576877,100,87,50,56,43
1481051820154,45,65,61,71,76
1481051820173,89,84,89,41,46
1481052236682,81,81,62,56,43
1481052799637,0,0,0,0,0
1481052992270,87,50,50,75,50
1481053572814,60,57,78,56,56
1481053730279,0,0,0,0,0
1481053767519,65,90,58,71,70
1481053799168,31,37,25,37,25
1481053803591,56,68,87,93,100
1481054071779,87,81,56,56,50
1481054209938,81,51,66,60,61
1481054246204,0,0,0,0,0
1481054375656,87,56,62,81,50
1481054431808,75,62,75,68,62
1481055570470,0,0,0,0,0
1481056022071,87,68,43,62,18
1481056405732,100,87,56,50,56
1481056526239,93,62,68,37,25
1481056827079,18,50,81,43,87
1481057287171,18,50,81,43,87
1481057726216,100,81,93,68,43
1481058291726,93,50,81,62,75
1481058687408,93,37,37,68,18
1481059442239,21,12,13,9,8
1481059478309,68,68,81,81,56
1481059684608,100,87,81,75,68
1481059962679,68,37,81,75,68
1481060212621,100,56,87,100,62
1481060344224,93,25,100,18,56
1481060505889,75,18,75,87,75
1481060529356,43,43,37,50,37
1481060577531,100,87,87,87,6
1481060765589,5,5,5,0,0
1481060836662,66,69,98,22,90
1481060840226,81,87,56,56,12
1481060842641,93,43,62,50,43
1481061262500,68,40,86,25,91
1481062076191,62,68,62,56,56
1481062204435,63,63,63,61,60
1481062512505,62,75,75,87,56
1481063381514,75,12,62,50,43
1481063481798,70,58,76,73,63
1481066234970,37,12,6,18,12
1481067076476,93,93,87,100,87
1481067181806,81,66,55,51,68
1481069850997,12,0,12,0,12
1481071606534,87,31,68,37,37
1481075246830,75,87,81,62,31
1481077295420,87,25,87,62,37
1481077295824,87,25,87,62,37
1481077742458,46,63,73,68,78
1481078183130,56,18,68,25,25
1481079051739,68,68,87,93,81
1481080058094,0,0,0,0,0
1481083509493,56,43,43,75,56
1481083619056,68,73,58,63,83
1481084913047,75,75,87,50,31
1481084981392,81,81,100,81,37
1481085070204,93,62,87,43,56
1481085371570,81,81,81,93,56
1481085659407,60,73,77,41,52
1481086289067,75,62,81,31,31
1481088200813,51,61,75,65,80
1481088233392,100,100,93,56,62
1481090198223,31,50,56,43,25
1481090419810,0,0,0,0,0
1481091362874,93,62,62,93,50
1481092058935,68,56,68,31,87
1481092400216,87,75,87,37,18
1481092407805,81,25,87,81,43
1481094841255,5,5,6,5,5
1481095132111,0,0,0,0,0
1481096028334,63,65,58,68,75
1481097212120,100,56,87,50,25
1481097635293,100,68,68,100,93
1481097788950,62,68,62,62,31
1481098099831,66,73,80,90,84
1481099332995,68,62,75,100,62
1481099535712,93,62,62,68,56
1481100036141,93,68,43,56,12
1481100778997,43,18,18,50,56
1481101527739,75,25,43,50,75
1481101994683,75,68,87,81,56
1481102107787,98,64,81,54,62
1481102109024,0,0,0,0,0
1481102366071,93,62,62,81,50
1481102628555,43,18,12,56,25
1481103520612,87,87,68,75,62
1481103694394,100,68,31,37,18
1481103805626,68,37,87,75,87
1481104581117,62,56,56,56,81
1481105607369,100,75,68,100,81
1481106731442,93,93,81,62,62
1481107744665,87,43,75,50,25
1481109355584,57,49,48,38,32
1481109446984,100,100,75,87,31
1481109771407,10,6,1,8,3
1481109984596,93,75,75,50,37
1481110110161,75,12,25,37,43
1481110274421,21,11,11,6,6
1481110639239,0,0,0,0,0
1481111171600,57,49,48,38,32
1481111273571,80,88,90,88,57
1481112516270,80,88,90,88,57
1481113071001,75,50,87,50,87
1481113954531,87,81,62,75,43
1481114007327,87,75,75,75,37
1481114411068,75,37,93,43,37
1481114439836,87,75,75,75,37
1481114620089,70,63,60,66,56
1481114901682,93,56,43,62,50
1481115057223,87,31,68,56,18
1481116517213,0,12,0,0,0
1481116629623,31,62,68,87,87
1481117089507,0,0,0,0,0
1481117886883,93,43,68,56,37
1481118239861,81,100,62,87,43
1481119012564,0,0,0,0,0
1481119052977,0,0,0,0,0
1481119175634,100,50,68,68,31
1481120304883,77,54,66,57,45
1481120517794,0,0,0,0,0
1481120813643,0,0,0,0,0
1481121879143,50,68,100,93,81
1481122033170,87,50,56,87,6
1481122961932,5,0,0,0,0
1481123228619,0,0,0,0,0
1481123359724,75,75,62,62,25
1481123388381,0,0,0,0,0
1481123488678,81,87,43,12,0
1481126391385,75,12,43,50,37
1481126621086,87,43,87,68,62
1481126976517,31,31,93,62,87
1481128239548,93,62,75,81,31
1481129906765,72,73,68,52,48
1481130146995,81,75,75,75,75
1481130230113,100,75,100,50,37
1481130526162,0,0,0,0,0
1481130685261,75,43,68,93,75
1481131372448,87,50,68,87,50
1481131457068,93,87,87,62,31
1481131581634,93,87,56,87,31
1481131705161,62,37,25,43,12
1481132000551,87,56,68,37,31
1481132305294,93,56,43,68,37
1481132662671,68,31,68,56,37
1481133022727,75,81,81,68,56
1481133165562,87,75,81,75,6
1481134946104,100,68,68,75,37
1481135034589,56,50,56,56,50
1481135188033,100,50,81,68,43
1481135229841,56,62,37,43,25
1481135346465,82,65,78,61,73
1481135507938,56,62,37,43,25
1481135861822,12,5,5,5,1
1481136208151,81,43,81,87,56
1481136413209,88,62,86,77,48
1481136421435,93,75,75,68,43
1481137262384,68,62,81,50,50
1481137321514,43,50,25,25,6
1481137696777,93,62,75,68,56
1481137887356,0,12,0,0,0
1481137919127,25,37,68,62,37
1481137942740,87,43,62,75,43
1481137997949,75,62,81,87,56
1481138370810,73,81,71,51,56
1481138378692,100,81,87,43,56
1481138613023,75,50,50,75,12
1481138750346,0,0,0,0,0
1481140239573,53,69,76,78,72
1481141238167,76,72,78,70,72
1481142064078,50,50,53,36,40
1481142297374,87,68,75,87,43
1481142331090,56,18,68,18,43
1481143080708,87,87,68,87,50
1481143320963,87,75,87,93,68
1481143386016,84,57,69,58,69
1481144037513,81,37,81,62,68
1481146970865,81,100,56,81,0
1481147117102,93,25,62,31,31
1481147919198,0,0,0,0,0
1481148681964,0,6,0,0,0
1481148751440,70,61,76,53,64
1481151249920,81,50,81,68,50
1481152294538,93,60,70,50,61
1481153462749,100,37,100,75,31
1481153790098,12,25,6,12,12
1481153853306,96,93,93,92,93
1481155515135,93,87,81,62,18
1481158989779,31,68,75,75,75
1481160620626,82,42,64,38,32
1481160864847,0,0,0,0,0
1481162720381,41,84,90,97,96
1481165736784,87,43,68,56,43
1481169562466,81,43,56,43,93
1481170526156,12,12,12,6,6
1481170877667,75,50,100,62,50
1481171489080,68,62,62,75,37
1481174774912,56,50,100,87,81
1481175002611,0,0,0,0,0
1481175139270,81,37,62,62,43
1481175739882,84,50,73,49,73
1481175791917,75,25,87,50,75
1481176908125,58,63,66,71,76
1481179485971,0,0,0,0,0
1481180060826,87,62,43,62,43
1481181291324,75,31,81,68,81
1481181480814,73,50,70,70,61
1481182114805,81,56,75,87,68
1481182917067,87,18,43,37,31
1481186296722,68,50,37,81,50
1481187131522,75,62,62,87,37
1481187825216,0,0,0,0,0
1481187940733,62,81,87,31,37
1481189144407,93,93,87,81,43
1481189350551,5,5,0,0,0
1481189420287,5,6,0,0,0
1481189536708,81,60,81,73,60
1481189732583,69,65,70,62,66
1481189738201,87,100,68,62,37
1481189851375,100,56,75,75,37
1481190209961,75,73,63,48,61
1481190301537,87,100,68,62,37
1481190331422,93,37,93,100,75
1481190454123,100,81,43,93,56
1481191375377,69,62,57,61,65
1481191778948,50,87,68,62,75
1481191910464,0,0,0,0,0
1481192085665,68,81,68,81,50
1481192232000,69,76,94,93,98
1481192535494,78,80,81,69,54
1481192842811,58,90,80,81,95
1481192972089,100,87,81,87,37
1481193128381,75,50,87,75,25
1481195118829,87,56,87,81,43
1481195417772,87,37,75,62,31
1481196047206,68,78,60,75,66
1481196161964,31,68,62,50,56
1481196377926,100,68,75,81,56
1481197877030,0,0,0,0,0
1481199348857,76,57,72,42,64
1481199662198,81,31,62,93,62
1481200542717,87,62,81,56,75
1481200872878,43,37,37,56,12
1481201050718,87,37,87,100,37
1481201561162,75,6,81,50,68
1481201712110,93,56,81,75,93
1481201881164,75,87,56,100,31
1481202275263,0,0,0,0,0
1481202561122,25,6,12,12,12
1481203195800,87,68,100,50,50
1481203554217,0,0,0,0,0
1481203736404,75,81,87,68,87
1481205068529,93,93,81,81,25
1481205363438,56,68,75,81,75
1481206701171,100,50,93,100,62
1481206825355,93,87,62,6,6
1481207411308,87,100,75,75,50
1481207514569,74,53,54,57,45
1481207659728,81,43,37,50,31
1481207755472,87,56,81,31,56
1481208380894,62,50,56,50,43
1481208692039,56,89,88,62,77
1481209152491,0,0,0,0,0
1481209764498,0,0,0,0,0
1481209787864,56,75,81,75,56
1481210157178,0,0,0,0,0
1481210815748,93,100,87,56,25
1481211527788,43,0,50,25,50
1481211671668,75,56,37,12,25
1481212102734,100,43,81,37,6
1481212344063,93,68,56,50,6
1481212714284,87,87,93,81,62
1481214134201,0,0,0,0,0
1481214746512,68,87,93,87,68
1481214875061,62,93,75,87,50
1481215104458,87,62,75,81,12
1481216343143,37,43,56,68,68
1481216807698,81,31,100,68,31
1481217267817,6,12,12,12,12
1481217459108,0,0,0,0,0
1481217650366,93,37,43,68,18
1481217745495,75,87,62,75,50
1481218822742,87,37,87,68,56
1481219075240,87,56,75,87,56
1481219220415,90,62,80,57,62
1481220617350,81,81,87,87,62
1481220875325,93,68,62,93,43
1481221058427,87,81,37,81,43
1481221218942,78,88,90,90,64
1481221992064,5,5,6,5,5
1481222094386,44,84,81,88,57
1481223082312,68,31,81,43,43
1481223567807,80,60,86,56,36
1481223698550,89,61,70,44,36
1481223721668,81,43,68,81,31
1481223821592,81,93,37,75,43
1481224053931,87,62,75,56,31
1481224083058,81,50,68,75,25
1481225022548,87,100,81,75,43
1481225057357,0,6,0,0,0
1481225066177,68,50,62,56,50
1481225068225,93,87,81,62,25
1481225510764,76,45,56,57,65
1481225704837,75,62,62,50,6
1481226052233,100,87,87,62,37
1481226526166,75,75,93,68,37
1481226574768,28,26,23,16,21
1481226786211,100,68,75,75,18
1481227106623,50,12,50,0,43
1481227166752,75,50,68,56,50
1481227342969,25,18,25,12,6
1481227447691,69,80,88,85,58
1481227586379,78,69,77,65,74
1481228093552,93,75,100,75,62
1481228270624,75,75,62,75,75
1481228572546,100,93,93,68,43
1481229145622,62,12,75,62,68
1481229716204,93,56,93,81,50
1481229916663,87,12,93,62,75
1481231749728,50,50,87,75,37
1481233803187,81,68,43,43,18
1481234153413,87,93,75,68,50
1481234213616,75,56,37,81,6
1481234494556,81,43,75,37,37
1481236371071,81,18,62,12,62
1481236671325,81,18,62,12,62
1481236927903,17,14,16,17,16
1481237272003,81,75,100,81,81
1481237761264,50,43,75,87,43
1481238588326,12,6,12,0,6
1481238694373,68,43,87,62,37
1481239987549,100,75,75,68,56
1481240223776,50,75,75,81,43
1481241573475,87,56,56,50,37
1481255985140,93,62,81,66,64
1481258973879,61,63,75,63,68
1481261029582,93,31,75,56,31
1481263218253,68,66,66,69,41
1481265427273,81,100,62,62,43
1481265922421,93,75,56,75,75
1481267094946,93,87,81,62,31
1481269171622,93,68,75,56,50
1481270023466,87,75,87,75,31
1481270661753,31,12,25,25,37
1481270785950,60,76,84,60,56
1481271773180,75,68,25,37,31
1481272446724,43,56,62,87,75
1481272522165,5,2,5,5,2
1481273736997,4,0,0,0,0
1481275494235,93,50,81,68,87
1481275784829,68,43,50,37,56
1481277064509,100,75,68,68,12
1481278382027,37,31,81,56,87
1481278817817,75,87,75,68,43
1481279496470,81,75,100,87,100
1481279593663,0,12,12,12,12
1481280946949,81,50,76,56,60
1481280962714,87,43,68,81,6
1481281185866,5,6,0,0,0
1481281495160,37,50,93,75,56
1481281515412,85,56,90,58,38
1481281550157,68,81,75,68,75
1481281559841,75,56,56,93,25
1481281569747,75,31,81,62,81
1481281791013,0,0,0,0,0
1481282782913,12,6,0,0,0
1481282916427,6,6,4,0,0
1481283121437,81,62,43,62,62
1481284373403,37,87,81,75,75
1481284508790,69,69,92,62,65
1481285136736,1,6,3,0,0
1481285393147,90,80,84,73,81
1481285803563,62,37,81,56,56
1481286069322,87,87,81,81,25
1481286468347,75,62,81,62,43
1481286701670,87,100,75,68,50
1481286870686,25,25,6,18,0
1481286929864,75,43,62,62,62
1481287155733,100,93,62,50,62
1481287700216,75,43,81,81,68
1481288821994,0,0,0,0,0
1481289072147,87,100,93,37,87
1481289156760,93,75,75,87,50
1481291842145,50,87,75,75,31
1481293104082,0,0,0,0,0
1481293352649,37,75,75,50,50
1481293374945,62,0,31,31,50
1481293498396,87,87,81,50,43
1481294057933,81,68,75,62,75
1481294230141,94,60,65,54,66
1481294455470,43,56,68,75,12
1481295571001,78,76,61,51,76
1481295757380,5,5,0,0,0
1481296297903,75,81,62,68,81
1481296439247,6,6,0,0,0
1481297122339,96,72,90,81,61
1481297333327,65,56,84,57,52
1481297505780,100,81,87,56,37
1481298071877,0,0,0,0,0
1481298095269,31,43,31,37,12
1481298179238,81,53,60,64,70
1481299900212,80,64,66,61,58
1481300718033,25,12,12,6,18
1481300741709,93,93,87,81,93
1481300904704,75,18,37,50,18
1481300960677,50,31,62,56,62
1481301575481,75,87,87,37,25
1481301693113,12,6,12,12,6
1481301773075,74,53,61,45,46
1481301852608,66,58,65,61,55
1481303016820,87,56,87,75,31
1481303307072,93,62,62,50,25
1481303459922,12,12,6,0,0
1481304395140,56,62,75,43,18
1481304859681,18,25,18,0,6
1481304869031,50,87,50,43,37
1481305017167,50,12,62,68,50
1481305291701,25,12,62,31,25
1481305539798,11,3,8,6,6
1481305720955,75,18,81,37,37
1481305791303,60,54,76,62,56
1481305978429,68,0,75,12,43
1481306058551,25,25,25,12,12
1481306851063,56,62,68,81,93
1481307007371,37,6,68,93,87
1481307031804,75,50,68,50,62
1481307043203,0,0,0,0,0
1481307187408,93,75,56,62,87
1481307346601,87,93,68,68,43
1481307383657,56,38,66,73,78
1481307394301,68,56,87,56,37
1481307668158,75,25,50,62,31
1481307672245,62,31,75,50,62
1481307746421,72,52,77,66,80
1481307830321,87,31,75,75,31
1481308022480,75,75,62,87,37
1481308125660,62,50,43,31,50
1481308466482,93,68,87,100,62
1481308502475,87,100,93,81,31
1481309056793,93,62,68,75,75
1481309976583,98,37,72,57,40
1481310052505,75,81,87,25,68
1481310229719,50,62,37,62,37
1481310257679,87,75,93,43,81
1481310504056,65,64,70,60,77
1481311141977,100,56,75,56,25
1481311417754,81,68,100,75,25
1481311590804,68,76,56,56,45
1481312218585,50,100,93,68,25
1481312256329,87,56,87,31,68
1481312367206,100,68,75,68,93
1481312494553,87,87,75,87,37
1481314277955,5,0,0,0,0
1481314382929,37,37,43,37,25
1481314575230,62,37,75,62,37
1481315111273,25,12,12,6,0
1481315243907,81,87,81,81,50
1481315587999,20,16,17,18,16
1481316201702,81,12,56,37,68
1481316239830,93,68,56,68,25
1481317464302,30,26,23,25,21
1481317515584,100,81,81,93,6
1481317627186,62,68,56,50,37
1481317810835,100,31,75,81,37
1481318141303,87,37,56,56,62
1481318460907,75,43,68,50,75
1481318940578,87,25,81,81,62
1481318969447,75,31,87,87,37
1481319104847,68,100,100,93,18
1481319190502,62,43,56,50,37
1481319665765,75,37,56,68,56
1481319681543,100,93,68,43,25
1481320023568,43,31,31,25,12
1481320334787,71,85,60,46,56
1481320470455,81,43,75,56,87
1481320575887,93,75,81,93,43
1481320644583,87,50,62,68,43
1481321291902,87,87,81,68,25
1481321336996,8,3,8,0,0
1481321476561,85,48,80,48,76
1481321529830,0,0,0,0,0
1481321785481,87,56,81,68,25
1481321804435,50,75,68,68,25
1481322341118,94,58,70,65,78
1481323631833,68,71,61,53,68
1481323675764,45,73,78,53,70
1481324407977,0,0,0,0,0
1481324857024,0,0,0,0,0
1481324994683,75,25,50,56,12
1481325750906,66,41,86,65,56
1481325925601,81,81,81,37,56
1481326003953,81,56,50,43,43
1481326806947,50,56,62,6,50
1481328827315,81,37,81,62,31
1481335554213,88,78,97,77,52
1481342776845,84,60,68,53,58
1481345365895,75,62,75,81,62
1481346359828,93,37,75,62,68
1481346623389,5,5,0,0,0
1481349189995,52,37,42,41,40
1481350401988,75,87,75,93,81
1481350956289,81,81,81,100,62
1481350979447,68,31,50,18,12
1481351589840,75,75,75,87,75
1481352787624,81,81,81,43,68
1481352914337,75,68,68,68,78
1481353263996,75,87,75,75,50
1481353875799,56,56,93,81,75
1481356453820,81,81,68,93,56
1481357369816,72,62,73,74,68
1481357732764,68,56,75,75,25
1481358254044,18,6,68,0,87
1481359114480,62,50,62,75,81
1481359690967,0,0,0,0,0
1481361503198,62,81,56,50,25
1481361622024,74,53,74,58,61
1481362012358,6,0,0,0,0
1481362665194,68,68,68,75,43
1481362928797,75,81,68,81,50
1481363722482,81,57,80,52,73
1481365101285,93,6,62,31,12
1481365138296,62,18,37,56,37
1481365337431,93,50,75,68,31
1481365367639,56,25,68,37,68
1481366158049,0,0,0,0,0
1481366518517,88,77,86,82,64
1481366646588,100,62,25,62,25
1481366951422,75,62,62,87,75
1481368438884,100,68,87,87,56
1481369098057,56,6,62,75,62
1481369242932,0,0,0,0,0
1481370442803,68,37,75,87,68
1481370899289,100,56,75,62,37
1481371301199,75,62,87,56,56
1481371603481,100,87,93,81,75
1481371671959,87,31,75,25,18
1481371985445,75,100,75,87,50
1481372162225,81,81,75,81,31
1481372236319,50,62,68,68,12
1481373208142,93,56,43,62,43
1481374618267,81,93,75,75,18
1481374686133,93,93,81,68,75
1481374903583,14,18,20,4,13
1481374993420,75,25,75,31,75
1481375578205,75,25,75,31,75
1481376004779,12,12,12,0,0
1481376055383,31,18,12,6,18
1481376174861,87,81,75,75,12
1481376188369,87,6,62,62,25
1481376347006,100,68,75,75,25
1481376694236,91,38,75,53,61
1481376766221,70,60,72,68,61
1481377449840,0,0,0,0,0
1481377709962,31,37,37,25,12
1481377851176,75,68,87,31,56
1481377868841,87,25,81,56,25
1481378130083,58,60,77,69,77
1481378205364,64,41,73,86,82
1481378215408,81,18,68,75,6
1481378532269,93,56,86,78,30
1481378795018,75,53,63,56,55
1481379159116,37,31,68,56,25
1481379542132,68,37,62,37,25
1481379542828,48,61,56,66,72
1481379622586,62,75,93,81,81
1481380154842,93,6,62,6,50
1481380831546,62,56,87,87,87
1481380920952,75,31,81,62,62
1481381245428,93,25,93,62,56
1481381343328,100,93,81,62,25
1481381951905,75,25,81,93,18
1481382177193,68,81,76,49,80
1481382316681,25,25,25,31,25
1481382348607,93,50,75,68,87
1481382436482,25,18,25,12,6
1481382591301,68,37,25,68,68
1481382659381,81,81,87,43,25
1481382673425,87,68,100,75,56
1481382778210,0,0,0,0,0
1481382933980,75,25,62,18,62
1481383115532,75,37,56,37,25
1481383345547,87,43,75,62,62
1481384385420,50,0,62,62,12
1481384486158,87,75,100,31,56
1481384878610,68,43,62,62,31
1481386068970,56,68,70,61,70
1481386196762,81,56,68,37,43
1481387796022,75,37,43,31,68
1481388010692,38,40,44,40,29
1481388436062,84,64,76,86,82
1481388515425,100,75,87,37,25
1481388519192,81,75,75,93,50
1481388889365,74,62,69,74,74
1481388962032,0,0,0,0,0
1481389546697,97,60,64,62,76
1481389663656,4,0,0,0,0
1481389912017,56,68,68,31,37
1481390308339,68,37,68,62,43
1481390416070,100,62,81,68,50
1481390837354,50,0,100,62,87
1481390887272,100,87,93,87,56
1481391144505,53,73,75,55,76
1481391958455,0,12,0,0,0
1481392293604,50,18,31,31,12
1481392431721,100,75,62,75,12
1481392991925,87,18,43,62,68
1481393341492,71,58,53,66,73
1481393648250,93,87,68,37,31
1481393658351,37,62,62,50,62
1481393981585,0,0,0,0,0
1481394226568,25,25,6,18,12
1481394226805,71,58,53,66,73
1481394462836,5,2,5,5,2
1481394924702,81,92,88,94,81
1481395053812,81,37,68,50,43
1481395277972,97,90,92,89,88
1481395952542,75,50,68,37,18
1481396170614,68,93,50,43,18
1481396298282,80,70,82,60,65
1481396502132,100,68,56,93,25
1481396992889,93,50,75,100,50
1481397045613,68,50,81,31,68
1481397076686,87,50,50,87,31
1481397175690,75,25,68,62,50
1481397200491,75,37,56,50,50
1481397369076,75,62,62,25,31
1481397531884,87,50,56,25,25
1481398184641,12,6,0,0,0
1481398195500,100,100,100,81,87
1481398364210,6,31,25,43,43
1481399077846,43,50,75,81,37
1481400094006,55,45,51,66,63
1481400263849,100,62,62,87,43
1481400401436,70,60,61,53,53
1481400678299,50,50,93,56,56
1481400712709,37,31,25,12,12
1481401012362,68,6,75,43,50
1481401355980,93,31,37,75,75
1481401395629,87,50,37,75,25
1481402236764,74,56,64,73,70
1481402896582,12,12,12,0,0
1481403362704,25,18,12,0,6
1481403956551,100,87,75,87,25
1481404023937,87,68,81,87,37
1481404053701,87,50,81,81,81
1481404160840,87,62,62,81,25
1481404191999,81,87,87,56,43
1481404584143,87,68,81,87,37
1481404589140,87,68,68,87,31
1481404715372,0,0,0,0,0
1481405662003,26,24,26,25,26
1481405684210,25,31,43,81,68
1481405875069,65,50,73,62,66
1481405932864,93,31,62,93,25
1481406107861,60,56,71,56,56
1481406492269,60,78,68,56,70
1481406591615,100,43,81,68,56
1481406636217,81,81,81,75,43
1481406638722,98,34,73,54,57
1481406755428,43,62,75,87,100
1481406839733,68,56,50,50,50
1481407470485,87,25,75,56,50
1481407493784,81,87,68,93,81
1481407805000,72,72,65,74,72
1481408470811,68,18,93,81,37
1481408547582,75,68,81,56,81
1481409594542,68,31,50,50,50
1481409888900,100,25,75,75,62
1481410007018,75,43,62,25,37
1481410593590,93,37,75,81,37
1481410688117,0,0,0,0,0
1481411778215,62,81,18,68,25
1481412898915,75,37,87,25,37
1481413657368,0,0,0,0,0
1481414372878,56,31,75,50,37
1481414581697,37,0,68,31,25
1481414701758,85,46,76,50,64
1481415266776,93,87,93,93,18
1481416425557,100,75,81,87,87
1481416899851,68,18,68,62,56
1481416965765,0,0,0,0,0
1481417244056,50,25,37,62,56
1481422094536,50,81,81,56,75
1481422165020,100,81,87,87,12
1481428097264,81,37,75,81,43
1481428632739,65,41,71,68,63
1481429055412,81,56,73,68,69
1481430591707,81,37,62,100,87
1481431121238,100,56,87,43,31
1481431656763,0,0,0,0,0
1481432046152,75,75,87,43,25
1481433002245,84,73,81,74,100
1481433037296,25,62,81,68,62
1481434716280,93,100,81,62,31
1481436429521,75,43,68,75,75
1481437324510,75,61,61,51,61
1481437488978,12,6,12,0,0
1481438506568,93,81,81,68,12
1481438814239,62,43,50,68,62
1481438879766,12,12,12,0,0
1481439196898,62,81,87,87,12
1481439827893,100,87,87,100,93
1481441249593,87,25,56,68,62
1481441557933,71,60,83,68,83
1481441944164,74,46,70,69,58
1481442393957,100,75,50,62,12
1481444202274,75,75,93,75,81
1481444300773,100,43,62,93,18
1481444376715,87,18,93,37,37
1481444568219,86,53,73,44,48
1481445042277,87,50,68,25,75
1481445923357,100,25,56,62,25
1481446007933,73,55,66,65,81
1481446255379,87,50,56,37,31
1481446431541,87,56,56,50,62
1481446495940,65,73,77,72,74
1481446664317,58,57,69,49,73
1481446901675,50,25,75,43,68
1481447009008,75,62,81,37,43
1481448198971,100,37,75,50,43
1481449003118,20,15,8,10,11
1481450479457,68,56,68,87,93
1481450575830,50,75,56,0,25
1481451092330,50,75,56,0,25
1481451273567,100,93,100,81,62
1481451826466,68,12,50,37,6
1481453206377,62,6,62,68,75
1481453246978,87,100,81,68,25
1481453590643,64,65,72,70,54
1481454446055,75,62,87,75,31
1481454653016,81,43,68,62,25
1481454712499,87,75,75,62,31
1481454925572,74,49,70,62,69
1481454935561,81,62,75,56,50
1481455647002,81,56,75,68,18
1481455855299,100,62,68,87,12
1481455877787,93,81,87,87,43
1481455964198,25,18,0,12,6
1481456643331,100,43,68,43,37
1481457182738,100,43,68,43,37
1481457477292,73,54,68,56,65
1481457917616,6,50,81,56,93
1481457975267,87,68,62,93,31
1481458191063,93,75,93,75,50
1481458479741,85,38,40,61,31
1481458526692,87,50,62,75,56
1481458815508,87,87,87,62,62
1481458956125,58,60,73,68,61
1481459259227,0,0,0,0,0
1481459322561,89,69,62,60,69
1481460359719,54,52,66,64,73
1481460787483,25,75,87,56,50
1481460820942,68,62,62,75,43
