1479611817103,0
1479614471743,0
1479616859812,0
1479619700759,1
1479620698785,0
1479620834600,1
1479621853441,+AC0-1
1479623497487,0
1479624490070,+AC0-1
1479624588248,0
1479625235073,+AC0-1
1479625405589,0
1479626863588,0
1479627387190,0
1479627526889,0
1479629009662,+AC0-1
1479629999820,0
1479630824168,+AC0-1
1479631363259,+AC0-1
1479633163096,1
1479633365465,0
1479633640018,0
1479635066370,0
1479635082758,+AC0-1
1479636169131,+AC0-1
1479636366779,+AC0-1
1479636450817,+AC0-1
1479636467056,+AC0-1
1479636468895,0
1479637156207,1
1479637987214,+AC0-1
1479638035043,0
1479638677386,+AC0-1
1479639658791,+AC0-1
1479639851872,+AC0-1
1479639885835,0
1479641015290,0
1479641436123,+AC0-1
1479642733909,1
1479643139933,0
1479646861199,1
1479647325624,0
1479647338714,0
1479649052198,+AC0-1
1479649706988,+AC0-1
1479649753203,+AC0-1
1479649754591,+AC0-1
1479649821810,+AC0-1
1479650745341,+AC0-1
1479651366182,+AC0-1
1479652225989,0
1479652244056,+AC0-1
1479652943238,+AC0-1
1479653626305,1
1479653955194,0
1479654516582,+AC0-1
1479655558263,0
1479655730376,1
1479656221029,+AC0-1
1479656835419,+AC0-1
1479658004848,+AC0-1
1479660988988,0
1479661896952,+AC0-1
1479661967238,+AC0-1
1479662016310,+AC0-1
1479662061304,0
1479663134889,+AC0-1
1479663191436,+AC0-1
1479663268854,+AC0-1
1479664545188,0
1479664573363,1
1479664615087,0
1479664970733,0
1479665002594,+AC0-1
1479665471119,+AC0-1
1479666205187,+AC0-1
1479666421048,0
1479666944808,+AC0-1
1479667340878,+AC0-1
1479667484482,0
1479667856573,+AC0-1
1479668135857,0
1479668864509,0
1479668903800,+AC0-1
1479669666212,0
1479669716844,0
1479669907432,0
1479670369798,1
1479670617576,+AC0-1
1479670803360,1
1479672302782,0
1479672433507,0
1479673221440,0
1479673672575,0
1479674001195,1
1479674089746,1
1479674806671,0
1479675607030,1
1479677733677,0
1479678307124,+AC0-1
1479679153346,+AC0-1
1479679359619,+AC0-1
1479681829028,0
1479682279538,+AC0-1
1479684234646,+AC0-1
1479684268075,+AC0-1
1479684321151,1
1479686440112,0
1479688145067,+AC0-1
1479688761810,+AC0-1
1479699232111,+AC0-1
1479699423735,+AC0-1
1479701955999,0
1479704703501,0
1479708970457,1
1479709461837,+AC0-1
1479710340766,0
1479715260459,+AC0-1
1479716245049,0
1479716632443,+AC0-1
1479716909076,+AC0-1
1479721908405,+AC0-1
1479724112508,+AC0-1
1479725060224,+AC0-1
1479725429217,+AC0-1
1479725699636,1
1479728155712,+AC0-1
1479730896027,1
1479730933027,0
1479734310674,+AC0-1
1479734668219,0
1479734681444,+AC0-1
1479735996178,+AC0-1
1479736850038,+AC0-1
1479737950726,+AC0-1
1479738043748,+AC0-1
1479738096482,1
1479739100527,0
1479739345761,0
1479740087142,+AC0-1
1479742895838,+AC0-1
1479743382379,1
1479744203817,+AC0-1
1479744304035,+AC0-1
1479747995737,+AC0-1
1479748033067,+AC0-1
1479748045827,+AC0-1
1479749708623,+AC0-1
1479749771841,+AC0-1
1479749822862,+AC0-1
1479749883074,0
1479751223652,0
1479751963631,0
1479752271500,0
1479752478216,0
1479752482322,0
1479752494653,+AC0-1
1479752998983,+AC0-1
1479754331270,0
1479755097869,+AC0-1
1479755370455,0
1479756123479,0
1479756605851,+AC0-1
1479756678680,0
1479756846454,+AC0-1
1479757738590,0
1479760372353,1
1479760715128,0
1479761646709,0
1479761653637,0
1479761687168,+AC0-1
1479762093392,+AC0-1
1479766173542,+AC0-1
1479768229413,+AC0-1
1479768614257,0
1479769070443,+AC0-1
1479770152370,+AC0-1
1479770421440,0
1479771880279,0
1479778020298,1
1479778635374,1
1479778693987,1
1479783671271,1
1479789172244,0
1479789822124,1
1479795187805,+AC0-1
1479795257130,+AC0-1
1479797938053,0
1479798391666,0
1479803177129,0
1479803184703,+AC0-1
1479809344864,+AC0-1
1479809467262,+AC0-1
1479811890249,0
1479812223528,+AC0-1
1479813891634,+AC0-1
1479814304818,0
1479814447417,+AC0-1
1479815464108,0
1479815516961,+AC0-1
1479815599998,+AC0-1
1479816650730,+AC0-1
1479818669624,+AC0-1
1479819110018,+AC0-1
1479822064298,0
1479822291946,0
1479822317611,+AC0-1
1479822890973,0
1479822896672,+AC0-1
1479823140751,1
1479823700840,0
1479824302264,0
1479824540600,1
1479825169076,+AC0-1
1479825185039,+AC0-1
1479826064537,+AC0-1
1479827880336,+AC0-1
1479829215261,+AC0-1
1479832250417,+AC0-1
1479832308895,+AC0-1
1479832418545,+AC0-1
1479833141975,+AC0-1
1479834598707,0
1479835705999,+AC0-1
1479835843707,+AC0-1
1479835866254,+AC0-1
1479836201441,+AC0-1
1479836559246,0
1479836694535,+AC0-1
1479837612658,+AC0-1
1479837918615,0
1479838519826,0
1479838761767,+AC0-1
1479838851583,+AC0-1
1479839533552,+AC0-1
1479839974111,0
1479840100331,0
1479840227104,0
1479840456271,+AC0-1
1479840824075,0
1479841943879,1
1479843039914,+AC0-1
1479843473926,0
1479843738990,+AC0-1
1479844815094,0
1479845214772,+AC0-1
1479845347749,0
1479845387698,+AC0-1
1479846211171,0
1479848480628,+AC0-1
1479849844989,+AC0-1
1479850092467,0
1479850180022,0
1479851254045,1
1479851440156,+AC0-1
1479851554279,0
1479852724964,1
1479852782090,1
1479853322233,1
1479853548790,0
1479853995505,+AC0-1
1479856294874,+AC0-1
1479856414013,+AC0-1
1479857299569,+AC0-1
1479857334414,+AC0-1
1479857409276,+AC0-1
1479859941763,0
1479860573734,0
1479861315233,0
1479862136708,+AC0-1
1479862371083,0
1479864907450,+AC0-1
1479868145860,+AC0-1
1479870368035,0
1479875945639,0
1479878404150,+AC0-1
1479879315487,0
1479881826950,1
1479882834805,0
1479883080077,+AC0-1
1479883108817,1
1479884727874,+AC0-1
1479885111732,+AC0-1
1479889896102,1
1479891155264,0
1479891438710,0
1479892866788,0
1479892965972,0
1479894147149,+AC0-1
1479897691873,0
1479898711739,+AC0-1
1479899676778,+AC0-1
1479900186488,0
1479902760097,+AC0-1
1479903764685,0
1479905003268,+AC0-1
1479905169093,+AC0-1
1479906846766,0
1479906973652,1
1479908128228,1
1479908860171,0
1479911531857,+AC0-1
1479911861084,0
1479912765690,+AC0-1
1479914407268,0
1479915408385,0
1479915420183,+AC0-1
1479916452634,+AC0-1
1479916602015,+AC0-1
1479916663434,+AC0-1
