56,56.1
56,56
65,73
56,56
58,58
73,70
37,37
68,60
81,81
68,75
68,75
56,50
0,0
18,93
12,12
0,0
45,68
30,66
87,81
25,12
23,21
87,100
87,37
6,0
52,72
72,66
41,54
58,78
52,60
42,70
100,50
100,75
62,62
58,55
56,81
0,0
87,62
58,74
55,58
72,70
69,88
73,76
68,93
51,60
51,65
55,66
31,56
53,58
84,86
75,50
93,93
18,16
37,56
65,58
55,65
75,56
0,0
56,93
50,62
0,0
12,81
68,51
70,80
63,61
62,87
0,0
0,0
87,93
75,75
100,93
37,25
68,72
58,58
25,81
75,75
0,0
86,84
43,81
43,81
65,78
86,90
28,26
45,56
56,81
69,78
68,68
74,66
87,100
58,81
55,43
100,81
93,87
6,12
85,68
31,12
81,68
76,61
87,93
87,93
45,92
56,76
56,61
40,88
53,58
45,70
31,33
82,78
80,73
58,68
51,61
6,0
63,70
68,75
48,61
87,93
63,56
0,0
62,75
54,56
70,78
57,72
14,17
43,68
48,82
0,12
5,0
56,75
25,75
37,81
81,31
0,0
50,56
40,31
100,62
62,81
82,48
77,56
65,75
68,62
5,0
94,61
75,37
87,62
87,75
58,85
58,85
75,56
62,68
87,81
100,100
56,71
62,75
50,66
75,81
87,87
0,0
75,81
100,75
63,68
81,68
74,81
0,0
76,60
10,9
72,68
93,56
25,25
58,68
62,50
56,50
75,81
87,100
87,62
64,58
70,77
87,75
53,84
87,93
55,55
0,0
66,70
87,81
62,93
16,8
41,68
81,37
43,87
87,87
70,65
50,56
81,87
43,71
68,70
68,87
33,69
0,0
68,68
2,0
12,6
75,68
78,76
87,87
68,87
61,78
4,0
50,81
0,0
65,53
77,78
66,80
36,45
37,68
1,0
62,75
93,100
0,0
0,0
93,62
0,0
56,25
56,81
71,66
44,68
43,93
68,87
62,87
87,87
37,31
75,81
87,62
81,100
81,62
56,87
100,56
75,87
73,78
66,50
78,50
50,75
62,81
37,50
81,75
87,68
93,87
68,81
50,93
88,53
6,0
25,56
68,81
75,62
81,60
37,37
81,68
45,61
31,68
81,75
96,72
55,56
41,73
68,81
87,87
81,81
87,62
68,37
60,68
12,12
46,92
68,75
53,69
68,75
87,87
62,93
68,62
56,75
56,87
74,72
87,68
55,60
37,62
100,68
68,70
48,63
50,87
93,100
61,55
87,56
83,70
50,58
56,87
0,0
62,56
5,0
81,87
62,80
62,68
75,53
61,62
2,0
100,68
62,81
81,62
66,75
70,55
50,56
81,43
0,0
0,0
93,37
43,62
68,56
41,63
0,0
0,0
0,0
64,72
43,75
60,58
14,14
87,62
50,81
60,70
62,62
56,81
62,81
0,0
62,50
75,87
58,70
3,6
100,87
74,77
87,93
56,75
87,75
25,87
31,62
12,0
48,78
75,75
37,75
50,81
81,58
18,100
60,73
50,68
49,80
81,87
62,75
100,75
69,80
78,56
38,71
37,68
0,0
62,82
62,87
66,63
100,56
31,75
81,68
93,93
87,68
