43,78,75
60,73,58
14,12,14
87,62,62
50,18,81
60,56,70
62,50,62
56,62,81
62,56,81
0,0,0
62,62,50
75,56,87
